clean_path,reverb_path,rir_path,rir_type,Mean T60,Mean DRR
./ACE_Dereverb_Dataset_1000_unique/clean_10/0230__F5s4__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0230__F5s4__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0231__F5s4__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0231__F5s4__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0232__M3s4__Chromebook_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0232__M3s4__Chromebook_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Office_2/2/Chromebook_803_2_RIR.wav,RIR,0.399189123,2.927429398
./ACE_Dereverb_Dataset_1000_unique/clean_10/0233__M5s2__Crucif_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0233__M5s2__Crucif_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/1/Crucif_508_1_RIR.wav,RIR,0.626387085,10.95660865
./ACE_Dereverb_Dataset_1000_unique/clean_10/0234__F2s4__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0234__F2s4__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0235__M9s3__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0235__M9s3__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0236__M1s3__Crucif_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0236__M1s3__Crucif_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_1/1/Crucif_502_1_RIR.wav,RIR,0.358243847,3.311469715
./ACE_Dereverb_Dataset_1000_unique/clean_10/0237__F3s5__Lin8Ch_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0237__F3s5__Lin8Ch_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/1/Lin8Ch_508_1_RIR.wav,RIR,0.644988956,6.708137543
./ACE_Dereverb_Dataset_1000_unique/clean_10/0238__M2s1__Mobile_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0238__M2s1__Mobile_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Building_Lobby/2/Mobile_EE_lobby_2_RIR.wav,RIR,0.755378525,4.335049547
./ACE_Dereverb_Dataset_1000_unique/clean_10/0239__M8s3__Crucif_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0239__M8s3__Crucif_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Building_Lobby/1/Crucif_EE_lobby_1_RIR.wav,RIR,0.770103195,6.674457218
./ACE_Dereverb_Dataset_1000_unique/clean_10/0240__F1s2__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0240__F1s2__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0241__F3s4__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0241__F3s4__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0242__M4s4__Crucif_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0242__M4s4__Crucif_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/2/Crucif_503_2_RIR.wav,RIR,0.446989167,2.078798976
./ACE_Dereverb_Dataset_1000_unique/clean_10/0243__M4s5__Crucif_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0243__M4s5__Crucif_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/1/Crucif_803_1_RIR.wav,RIR,0.395792129,2.204816404
./ACE_Dereverb_Dataset_1000_unique/clean_10/0244__F5s2__Chromebook_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0244__F5s2__Chromebook_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Building_Lobby/1/Chromebook_EE_lobby_1_RIR.wav,RIR,0.734688524,2.552247862
./ACE_Dereverb_Dataset_1000_unique/clean_10/0245__F2s5__Crucif_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0245__F2s5__Crucif_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Building_Lobby/1/Crucif_EE_lobby_1_RIR.wav,RIR,0.770103195,6.674457218
./ACE_Dereverb_Dataset_1000_unique/clean_10/0246__F2s5__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0246__F2s5__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0247__M1s5__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0247__M1s5__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0248__M4s3__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0248__M4s3__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0249__M3s4__Lin8Ch_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0249__M3s4__Lin8Ch_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/2/Lin8Ch_403a_2_RIR.wav,RIR,1.247232576,4.090049787
./ACE_Dereverb_Dataset_1000_unique/clean_10/0250__M2s3__Lin8Ch_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0250__M2s3__Lin8Ch_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/1/Lin8Ch_502_1_RIR.wav,RIR,0.351943828,11.48465884
./ACE_Dereverb_Dataset_1000_unique/clean_10/0251__F2s2__Lin8Ch_EE_lobby_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0251__F2s2__Lin8Ch_EE_lobby_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/1/Lin8Ch_EE_lobby_1_RIR.wav,RIR,0.728499237,10.35365698
./ACE_Dereverb_Dataset_1000_unique/clean_10/0252__F3s2__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0252__F3s2__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0253__M2s3__Lin8Ch_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0253__M2s3__Lin8Ch_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/2/Lin8Ch_403a_2_RIR.wav,RIR,1.247232576,4.090049787
./ACE_Dereverb_Dataset_1000_unique/clean_10/0254__M2s3__Lin8Ch_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0254__M2s3__Lin8Ch_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_2/2/Lin8Ch_611_2_RIR.wav,RIR,0.373183602,10.29714174
./ACE_Dereverb_Dataset_1000_unique/clean_10/0255__M5s4__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0255__M5s4__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0256__M5s2__Mobile_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0256__M5s2__Mobile_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_2/2/Mobile_403a_2_RIR.wav,RIR,1.234286386,4.027562336
./ACE_Dereverb_Dataset_1000_unique/clean_10/0257__M3s3__Lin8Ch_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0257__M3s3__Lin8Ch_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_1/1/Lin8Ch_503_1_RIR.wav,RIR,0.465154969,10.23892335
./ACE_Dereverb_Dataset_1000_unique/clean_10/0258__F1s2__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0258__F1s2__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0259__F5s1__Crucif_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0259__F5s1__Crucif_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_1/1/Crucif_508_1_RIR.wav,RIR,0.626387085,10.95660865
./ACE_Dereverb_Dataset_1000_unique/clean_10/0260__M4s2__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0260__M4s2__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0261__F1s1__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0261__F1s1__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0262__M5s2__Lin8Ch_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0262__M5s2__Lin8Ch_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_1/2/Lin8Ch_503_2_RIR.wav,RIR,0.473804418,6.801708601
./ACE_Dereverb_Dataset_1000_unique/clean_10/0263__M3s2__Lin8Ch_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0263__M3s2__Lin8Ch_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_2/1/Lin8Ch_611_1_RIR.wav,RIR,0.374889519,10.06426466
./ACE_Dereverb_Dataset_1000_unique/clean_10/0264__M6s3__Lin8Ch_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0264__M6s3__Lin8Ch_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_1/2/Lin8Ch_502_2_RIR.wav,RIR,0.307129167,4.931555964
./ACE_Dereverb_Dataset_1000_unique/clean_10/0265__M9s3__Mobile_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0265__M9s3__Mobile_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/1/Mobile_508_1_RIR.wav,RIR,0.673542953,9.803930203
./ACE_Dereverb_Dataset_1000_unique/clean_10/0266__F1s5__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0266__F1s5__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0267__M8s3__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0267__M8s3__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0268__M5s1__Mobile_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0268__M5s1__Mobile_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_1/1/Mobile_503_1_RIR.wav,RIR,0.454515759,3.795543691
./ACE_Dereverb_Dataset_1000_unique/clean_10/0269__F5s5__Lin8Ch_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0269__F5s5__Lin8Ch_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/2/Lin8Ch_508_2_RIR.wav,RIR,0.627708732,6.829727197
./ACE_Dereverb_Dataset_1000_unique/clean_10/0270__F5s4__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0270__F5s4__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0271__M8s4__Crucif_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0271__M8s4__Crucif_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/2/Crucif_803_2_RIR.wav,RIR,0.396135004,-0.685142658
./ACE_Dereverb_Dataset_1000_unique/clean_10/0272__F5s4__Lin8Ch_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0272__F5s4__Lin8Ch_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/1/Lin8Ch_508_1_RIR.wav,RIR,0.644988956,6.708137543
./ACE_Dereverb_Dataset_1000_unique/clean_10/0273__F3s3__Mobile_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0273__F3s3__Mobile_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_2/1/Mobile_403a_1_RIR.wav,RIR,1.200575497,9.034638075
./ACE_Dereverb_Dataset_1000_unique/clean_10/0274__F3s4__Crucif_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0274__F3s4__Crucif_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/1/Crucif_503_1_RIR.wav,RIR,0.455643662,2.285589204
./ACE_Dereverb_Dataset_1000_unique/clean_10/0275__F5s5__Crucif_403a_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0275__F5s5__Crucif_403a_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Lecture_Room_2/2/Crucif_403a_2_RIR.wav,RIR,1.232764757,5.059908268
./ACE_Dereverb_Dataset_1000_unique/clean_10/0276__M4s1__Mobile_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0276__M4s1__Mobile_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_2/1/Mobile_611_1_RIR.wav,RIR,0.372926331,5.820512229
./ACE_Dereverb_Dataset_1000_unique/clean_10/0277__M4s2__Mobile_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0277__M4s2__Mobile_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Building_Lobby/2/Mobile_EE_lobby_2_RIR.wav,RIR,0.755378525,4.335049547
./ACE_Dereverb_Dataset_1000_unique/clean_10/0278__F5s2__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0278__F5s2__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0279__M9s4__Mobile_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0279__M9s4__Mobile_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Office_1/2/Mobile_502_2_RIR.wav,RIR,0.31237821,3.962965741
./ACE_Dereverb_Dataset_1000_unique/clean_10/0280__M3s1__Crucif_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0280__M3s1__Crucif_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/2/Crucif_503_2_RIR.wav,RIR,0.446989167,2.078798976
./ACE_Dereverb_Dataset_1000_unique/clean_10/0281__M2s2__Crucif_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0281__M2s2__Crucif_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Building_Lobby/2/Crucif_EE_lobby_2_RIR.wav,RIR,0.741222781,3.234854036
./ACE_Dereverb_Dataset_1000_unique/clean_10/0282__M2s4__Crucif_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0282__M2s4__Crucif_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/1/Crucif_503_1_RIR.wav,RIR,0.455643662,2.285589204
./ACE_Dereverb_Dataset_1000_unique/clean_10/0283__M6s3__Lin8Ch_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0283__M6s3__Lin8Ch_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_2/2/Lin8Ch_611_2_RIR.wav,RIR,0.373183602,10.29714174
./ACE_Dereverb_Dataset_1000_unique/clean_10/0284__F2s1__Crucif_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0284__F2s1__Crucif_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Building_Lobby/2/Crucif_EE_lobby_2_RIR.wav,RIR,0.741222781,3.234854036
./ACE_Dereverb_Dataset_1000_unique/clean_10/0285__F3s1__Lin8Ch_508_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0285__F3s1__Lin8Ch_508_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_1/1/Lin8Ch_508_1_RIR.wav,RIR,0.644988956,6.708137543
./ACE_Dereverb_Dataset_1000_unique/clean_10/0286__F5s4__Lin8Ch_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0286__F5s4__Lin8Ch_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/2/Lin8Ch_803_2_RIR.wav,RIR,0.380298369,7.385285014
./ACE_Dereverb_Dataset_1000_unique/clean_10/0287__M3s3__Chromebook_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0287__M3s3__Chromebook_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Meeting_Room_1/2/Chromebook_503_2_RIR.wav,RIR,0.4125315,6.6618776
./ACE_Dereverb_Dataset_1000_unique/clean_10/0288__M5s4__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0288__M5s4__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0289__F3s5__Lin8Ch_803_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0289__F3s5__Lin8Ch_803_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/2/Lin8Ch_803_2_RIR.wav,RIR,0.380298369,7.385285014
./ACE_Dereverb_Dataset_1000_unique/clean_10/0290__F2s5__Crucif_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0290__F2s5__Crucif_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/1/Crucif_611_1_RIR.wav,RIR,0.37716642,4.24081165
./ACE_Dereverb_Dataset_1000_unique/clean_10/0291__M2s3__Mobile_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0291__M2s3__Mobile_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Meeting_Room_1/2/Mobile_503_2_RIR.wav,RIR,0.449363622,3.135359072
./ACE_Dereverb_Dataset_1000_unique/clean_10/0292__M6s4__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0292__M6s4__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0293__F5s2__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0293__F5s2__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0294__M5s2__Crucif_503_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0294__M5s2__Crucif_503_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/1/Crucif_503_1_RIR.wav,RIR,0.455643662,2.285589204
./ACE_Dereverb_Dataset_1000_unique/clean_10/0295__M4s5__Crucif_611_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0295__M4s5__Crucif_611_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_2/2/Crucif_611_2_RIR.wav,RIR,0.384639369,8.359693874
./ACE_Dereverb_Dataset_1000_unique/clean_10/0296__F1s3__Chromebook_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0296__F1s3__Chromebook_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Chromebook/Office_2/1/Chromebook_803_1_RIR.wav,RIR,0.396904205,4.366082614
./ACE_Dereverb_Dataset_1000_unique/clean_10/0297__M2s5__Lin8Ch_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0297__M2s5__Lin8Ch_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Office_2/1/Lin8Ch_803_1_RIR.wav,RIR,0.392372298,10.03872499
./ACE_Dereverb_Dataset_1000_unique/clean_10/0298__F1s2__Lin8Ch_EE_lobby_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0298__F1s2__Lin8Ch_EE_lobby_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Building_Lobby/2/Lin8Ch_EE_lobby_2_RIR.wav,RIR,0.742350198,6.391654568
./ACE_Dereverb_Dataset_1000_unique/clean_10/0299__F4s3__Mobile_502_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0299__F4s3__Mobile_502_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Office_1/1/Mobile_502_1_RIR.wav,RIR,0.32656595,7.431172307
./ACE_Dereverb_Dataset_1000_unique/clean_10/0300__M8s3__Crucif_803_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0300__M8s3__Crucif_803_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_2/1/Crucif_803_1_RIR.wav,RIR,0.395792129,2.204816404
./ACE_Dereverb_Dataset_1000_unique/clean_10/0301__M4s2__Lin8Ch_403a_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0301__M4s2__Lin8Ch_403a_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Lecture_Room_2/1/Lin8Ch_403a_1_RIR.wav,RIR,1.278889534,6.046062917
./ACE_Dereverb_Dataset_1000_unique/clean_10/0302__M5s2__Crucif_502_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0302__M5s2__Crucif_502_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Office_1/2/Crucif_502_2_RIR.wav,RIR,0.301613422,3.923814612
./ACE_Dereverb_Dataset_1000_unique/clean_10/0303__F2s4__Mobile_508_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0303__F2s4__Mobile_508_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Mobile/Lecture_Room_1/2/Mobile_508_2_RIR.wav,RIR,0.657614973,5.550930239
./ACE_Dereverb_Dataset_1000_unique/clean_10/0304__M4s1__Crucif_503_2_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0304__M4s1__Crucif_503_2_RIR_reverb.wav,./ACE_Corpus_RIRN_Crucif/Meeting_Room_1/2/Crucif_503_2_RIR.wav,RIR,0.446989167,2.078798976
./ACE_Dereverb_Dataset_1000_unique/clean_10/0305__F3s5__Lin8Ch_611_1_RIR_clean.wav,./ACE_Dereverb_Dataset_1000_unique/reverberant_10/0305__F3s5__Lin8Ch_611_1_RIR_reverb.wav,./ACE_Corpus_RIRN_Lin8Ch/Meeting_Room_2/1/Lin8Ch_611_1_RIR.wav,RIR,0.374889519,10.06426466
